atendimento6 <-  Vendedor2 SimRetornou (50.0 , 1.1 )

atendimento6 <-  formas_pagamento2 manha (53.8 , 7.4 )

manha <-  variedade_cores6 (88.9 , 2.5 )

manha <-  formas_pagamento5 (76.5 , 4.8 )

manha <-  divulgacao5 (55.0 , 5.7 )

manha <-  localizacao6 (74.1 , 7.6 )

manha <-  localizacao5 (70.0 , 8.5 )

manha <-  provador1 (51.6 , 8.8 )

manha <-  atendimento6 (71.9 , 9.1 )

manha <-  formas_pagamento3 (60.0 , 9.9 )

manha <-  aparencia_loja1 (54.3 , 9.9 )

manha <-  formas_pagamento4 (87.8 , 13.9 )

manha <-  provador5 (55.9 , 16.7 )

